gtcregno,pIC50_mean,pIC50_stddev,smiles,Pass stddev check,Compound crystallised with protein
GTC000238A,8.535,,OC(=O)C(F)(F)F.COCCCN(c1ccnc(Nc2ccc3NC(=O)OCc3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000239A,8.5,,OC=O.CS(=O)(=O)NCCCN(c1ccnc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000240A,8.493,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)S(N)(=O)=O)ncc1F,True,False
GTC000240B,7.729666666666667,0.030924639582916816,CCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)S(N)(=O)=O)ncc1F,True,False
GTC000241A,8.537,,OCCCCN(c1ccnc(Nc2ccc3CNS(=O)(=O)c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000242A,8.445400000000001,0.28412901998915885,CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3c(C)nn(CCCO)c3c2)ncc1F,True,False
GTC000243A,8.360222222222223,0.15845644336676423,CCCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CNS(=O)(=O)c3c2)ncc1F,True,False
GTC000244A,8.42,0.1427900556761571,NCCCCCN(c1ccnc(Nc2ccc3CNS(=O)(=O)c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000245A,8.411,,OC(=O)CCCN(c1ccnc(Nc2ccc3CNS(=O)(=O)c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000246A,8.443999999999999,,OC(=O)C(F)(F)F.COCCCN(c1ccnc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000247A,8.372,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3cn[nH]c3c2)ncc1F,True,False
GTC000248A,8.408999999999999,,OC(=O)C(F)(F)F.CN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3NC(=O)OCc3c2)ncc1F,True,False
GTC000249A,8.3175,0.5423509011700819,OC(=O)C(F)(F)F.CN(c1nc(Nc2ccc3CNS(=O)(=O)c3c2)ncc1F)c1cccc2[nH]ncc12,False,True
GTC000250A,8.265500000000001,0.3197472960532013,CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3cnn(CCCO)c3c2)ncc1F,True,True
GTC000251A,8.347000000000001,0.11717081547894086,OC(=O)C(F)(F)F.OCCCN(c1nc(Nc2ccc3CCS(=O)(=O)c3c2)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000252A,8.306000000000001,,OC(=O)C(F)(F)F.NCCCN(c1nc(Nc2ccc3CCS(=O)(=O)c3c2)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000253A,8.285,,OC(=O)C(F)(F)F.Fc1cnc(Nc2ccc3CNS(=O)(=O)c3c2)nc1N(CC1CCOC1)c1cccc2[nH]ncc12,True,False
GTC000254A,8.323,,OC(=O)C(F)(F)F.OCCN(c1nc(Nc2ccc3CCS(=O)(=O)c3c2)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000255A,8.334,,OC(=O)C(F)(F)F.CCN(c1nc(Nc2ccc3cnn(C)c3c2)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000256A,8.3,,OCCCN(c1ccnc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000257A,8.298,,OC(=O)C(F)(F)F.COCCCN(c1ccnc(Nc2ccc3nn[nH]c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000258A,8.301,,OCCN(c1ccnc(Nc2ccc3NC(=O)OCc3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000259A,8.299,,NS(=O)(=O)c1cccc(Nc2nccc(n2)N(CCCO)c2cccc3[nH]ncc23)c1,True,False
GTC000260A,8.261000000000001,,OC(=O)C(F)(F)F.CCN(c1nc(Nc2ccc(cc2)C(N)=O)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000261A,8.298,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc(cc2)S(N)(=O)=O)ncc1F,True,False
GTC000262A,8.293,,OCCCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3[nH]c(=O)[nH]c3c2)ncc1F,True,False
GTC000263A,8.312999999999999,,OC(=O)C(F)(F)F.COCCCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3[nH]c(=O)[nH]c3c2)ncc1F,True,False
GTC000264A,8.276,,OC(=O)C(F)(F)F.CN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3[nH]c(=O)[nH]c3c2)ncc1F,True,False
GTC000265A,8.252,,CN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3nn[nH]c3c2)ncc1F,True,False
GTC000266A,8.217888888888888,0.3443357534603566,Cn1ncc2ccc(Nc3ncc(F)c(n3)N(CCCO)c3cccc4[nH]ncc34)cc12,True,False
GTC000266B,8.147499999999999,0.28354981925580447,OC(=O)C(F)(F)F.Cn1ncc2ccc(Nc3ncc(F)c(n3)N(CCCO)c3cccc4[nH]ncc34)cc12,True,False
GTC000266C,7.9815000000000005,0.14919953083036142,Cl.Cn1ncc2ccc(Nc3ncc(F)c(n3)N(CCCO)c3cccc4[nH]ncc34)cc12,True,False
GTC000267A,8.203,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3nn[nH]c3c2)ncc1F,True,False
GTC000268A,8.17,,CCN(c1nc(Nc2ccc3NC(=O)OCc3c2)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000269A,8.157,,NCCCCCN(c1ccnc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000270A,8.158,,Cn1ncc2ccc(Nc3nccc(n3)N(CCCO)c3cccc4[nH]ncc34)cc12,True,False
GTC000271A,8.179,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc(cc2)C(=O)NC)ncc1F,True,False
GTC000272A,8.158,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3NC(=O)Cc3c2)ncc1F,True,False
GTC000273A,8.169,,COCCCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3NC(=O)OCc3c2)ncc1F,True,False
GTC000274A,8.23,,Cn1ncc2ccc(Nc3nccc(n3)N(CCCCO)c3cccc4[nH]ncc34)cc12,True,False
GTC000275A,8.216000000000001,,Cl.OCCCCN(c1ccnc(Nc2ccc3nn[nH]c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000276A,8.222999999999999,,OC(=O)C(F)(F)F.CN(c1nc(Nc2ccc3cnn(C)c3c2)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000277A,8.1305,0.017677669529662685,OC(=O)C(F)(F)F.CCN(c1nc(Nc2ccc3CCS(=O)(=O)c3c2)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000278A,8.097999999999999,,OC(=O)C(F)(F)F.Fc1cnc(Nc2ccc3CCS(=O)(=O)c3c2)nc1N(CC1CCCO1)c1cccc2[nH]ncc12,True,False
GTC000279A,8.124,,OC(=O)C(F)(F)F.COCCCN(c1nc(Nc2ccc3c(C)nn(CCCO)c3c2)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000280A,8.131,,NCCCCN(c1ccnc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000281A,8.142999999999999,,NC(=O)c1cccc(Nc2nccc(n2)N(CCO)c2cccc3[nH]ncc23)c1,True,False
GTC000282A,8.1,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(O)c2)ncc1F,True,False
GTC000283A,8.09,,CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3n(C)c(=O)[nH]c3c2)ncc1F,True,False
GTC000284A,8.056000000000001,,NS(=O)(=O)c1cccc(Nc2ncc(F)c(n2)N(CCCO)c2cccc3[nH]ncc23)c1,True,False
GTC000285A,8.079,,OC(=O)C(F)(F)F.COCCN(c1ccnc(Nc2ccc3CNS(=O)(=O)c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000286A,8.117,,Cc1ncoc1-c1cccc(Nc2nccc(n2)N(CCCCO)c2cccc3[nH]ncc23)c1,True,False
GTC000287A,8.094,,Cn1ncc2cc(Nc3nccc(n3)N(CCCCO)c3cccc4[nH]ncc34)ccc12,True,False
GTC000288A,7.984999999999999,0.3973940110268402,CS(=O)(=O)NCCCCN(c1ccnc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000289A,7.974666666666667,0.2618574675913084,CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CN(C)S(=O)(=O)c3c2)ncc1F,True,False
GTC000290A,8.0375,0.19304015126392726,CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3[nH]c(=O)[nH]c3c2)ncc1Cl,True,False
GTC000291A,8.040000000000001,0.14424978336205646,OC=O.OC=O.CCN(CC)CCCN(c1ccnc(Nc2ccc3CNS(=O)(=O)c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000292A,7.965,,O=c1[nH]c2ccc(Nc3nccc(n3)N(CC3CCNCC3)c3cccc4[nH]ncc34)cc2[nH]1,True,False
GTC000293A,8.032,,NCCCN(c1ccnc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000294A,7.9910000000000005,,COCCCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3n(C)ncc3c2)ncc1F,True,False
GTC000295A,8.021,,OC(=O)C(F)(F)F.OCCCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3nn[nH]c3c2)ncc1F,True,False
GTC000296A,7.854333333333333,0.3855986687390575,COC(=O)CCCCN(c1ccnc(Nc2ccc3CNS(=O)(=O)c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000297A,7.940250000000001,0.14836076525371156,COC(=O)CCCN(c1ccnc(Nc2ccc3CNS(=O)(=O)c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000298A,7.866333333333333,0.0900906950430139,OC(=O)C(F)(F)F.COCCCN(c1nc(Nc2ccc3cnn(C)c3c2)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000299A,7.858,,CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3cnn(CCCCO)c3c2)ncc1F,True,False
GTC000300A,7.9479999999999995,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)S(C)(=O)=O)ncc1F,True,False
GTC000301A,7.919,,COCCCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)S(N)(=O)=O)ncc1F,True,False
GTC000302A,7.879,,OC=O.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3NC(=O)C(C)(C)c3c2)ncc1F,True,False
GTC000303A,7.938,,CN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3n(C)ncc3c2)ncc1F,True,False
GTC000304A,7.867000000000001,,OC[C@H](O)CN(c1ccnc(Nc2ccc3CNS(=O)(=O)c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000305A,7.841,0.43274935008616716,OC(=O)C(F)(F)F.CCN(c1nc(Nc2ccc3n(ncc3c2)C(C)C)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000306A,7.803,0.23178438256276054,CCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)-c2cnco2)ncc1F,True,False
GTC000307A,7.8215,0.04454772721475198,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CN(CC)S(=O)(=O)c3c2)ncc1F,True,False
GTC000308A,7.782,0.043840620433565514,CS(=O)(=O)NCCCCCN(c1ccnc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000309A,7.752999999999999,,OC(=O)C(F)(F)F.NC(=O)c1cccc(Nc2nccc(n2)N(CCCO)c2cccc3[nH]ncc23)c1,True,False
GTC000310A,7.784,,OC=O.CC(=O)NCCCCCN(c1ccnc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000311A,7.816,,CS(=O)(=O)c1cccc(Nc2nccc(n2)N(CCO)c2cccc3[nH]ncc23)c1,True,False
GTC000312A,7.794,,OC(=O)C(F)(F)F.CCNC(=O)c1ccc(Nc2ncc(F)c(n2)N(CC)c2cccc3[nH]ncc23)cc1,True,False
GTC000313A,7.78,,OC(=O)C(F)(F)F.COCCN(c1ccnc(Nc2ccc3cnn(C)c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000314A,7.803999999999999,,OC(=O)C(F)(F)F.FC(F)(F)CN(c1ccnc(Nc2ccc3CNS(=O)(=O)c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000315A,7.789,,OC(=O)C(F)(F)F.COCCCN(c1nc(Nc2cccc(c2)-c2ocnc2C)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000316A,7.785,,OC(=O)C(F)(F)F.CN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)-c2ocnc2C)ncc1F,True,False
GTC000317A,7.6643333333333326,0.31359581204686643,CCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)-c2cnco2)ncc1Cl,True,False
GTC000318A,7.663,0.2955706345359776,OC(=O)C(F)(F)F.CCN(c1nc(Nc2cccc(c2)C(N)=O)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000319A,7.74,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3N(CCc3c2)C(C)=O)ncc1F,True,False
GTC000320A,7.67,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)-c2noc(C)n2)ncc1F,True,False
GTC000321A,7.6739999999999995,,CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3[nH]c(=O)n(C)c3c2)ncc1F,True,False
GTC000322A,7.688,,OC(=O)C(F)(F)F.COCCN(c1ccnc(Nc2ccc3nn[nH]c3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000323A,7.667000000000001,,OC(=O)C(F)(F)F.COCCN(c1ccnc(Nc2cccc(c2)-c2ocnc2C)n1)c1cccc2[nH]ncc12,True,False
GTC000324A,7.55,0.48366103833159924,OC(=O)C(F)(F)F.COCCCN(c1ccnc(Nc2cccc(c2)C(N)=O)n1)c1cccc2[nH]ncc12,True,False
GTC000325A,7.593666666666667,0.37371156435589925,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3ncsc3c2)ncc1F,True,False
GTC000326A,7.603333333333334,0.37400044563253315,OC=O.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CNC(=O)c3c2)ncc1F,True,False
GTC000327A,7.647666666666667,0.27950193797777767,OC=O.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CNS(=O)(=O)c3c2)ncc1Br,True,False
GTC000328A,7.6395,0.28090864469906657,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3cn[nH]c3c2)ncc1Cl,True,False
GTC000329A,7.5954999999999995,0.263950121550771,OC=O.OC=O.CCN(CC)CCCN(c1ccnc(Nc2cccc(c2)S(N)(=O)=O)n1)c1cccc2[nH]ncc12,True,False
GTC000330A,7.5765,0.19162593770155495,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CN(CC4CC4)S(=O)(=O)c3c2)ncc1F,True,False
GTC000331A,7.624,,CCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)N2CCN(C)CC2)ncc1F,True,False
GTC000332A,7.622000000000001,,OC=O.CCN(CC)CCCN(c1ccnc(Nc2ccc3c(c2)C(=O)NS3(=O)=O)n1)c1cccc2[nH]ncc12,True,False
GTC000333A,7.564,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc(CCO)cc2)ncc1F,True,False
GTC000334A,7.62,,OC(=O)C(F)(F)F.CCN(c1nc(Nc2ccc3cnn(C)c3c2)ncc1Cl)c1cccc2[nH]ncc12,True,False
GTC000335A,7.649,,OC(=O)C(F)(F)F.COCCN(c1ccnc(Nc2cccc(c2)S(N)(=O)=O)n1)c1cccc2[nH]ncc12,True,False
GTC000336A,7.5920000000000005,,OC(=O)C(F)(F)F.COCCCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3nn[nH]c3c2)ncc1F,True,False
GTC000337A,7.642,,OC(=O)C(F)(F)F.CN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)S(N)(=O)=O)ncc1F,True,False
GTC000338A,7.469,0.4369862698071874,CS(=O)(=O)c1cccc(Nc2nccc(n2)N(CCCO)c2cccc3[nH]ncc23)c1,True,False
GTC000339A,7.469,0.14566399692442844,CC(=O)N1CCC(CN(c2ccnc(Nc3ccc4[nH]c(=O)[nH]c4c3)n2)c2cccc3[nH]ncc23)CC1,True,False
GTC000340A,7.5329999999999995,,CCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)-c2cccnc2)ncc1F,True,False
GTC000341A,7.515,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2cc(ccc2OC)S(N)(=O)=O)ncc1F,True,False
GTC000342A,7.471,,OC(=O)C(F)(F)F.CCN(c1nc(Nc2cccc(c2)S(=O)(=O)NC2CC2)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000343A,7.486000000000001,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc(C)c(c2)S(=O)(=O)NCCO)ncc1F,True,False
GTC000344A,7.497999999999999,,NC(=O)c1cccc(Nc2ncc(F)c(n2)N(CCCO)c2cccc3[nH]ncc23)c1,True,False
GTC000345A,7.5120000000000005,,OC(=O)C(F)(F)F.COCCN(c1ccnc(Nc2ccc3n(C)ncc3c2)n1)c1cccc2[nH]ncc12,True,False
GTC000346A,7.518,,OC(=O)C(F)(F)F.COCCCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)C(N)=O)ncc1F,True,False
GTC000347A,7.478,,OC(=O)C(F)(F)F.COCCCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)S(C)(=O)=O)ncc1F,True,False
GTC000348A,7.515,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc(N)c(OC(C)=O)c2)ncc1F,True,False
GTC000349A,7.444,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc(C)c(c2)S(N)(=O)=O)ncc1F,True,False
GTC000350A,7.392,,CCCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CCS(=O)(=O)c3c2)ncc1F,True,False
GTC000351A,7.436,,OC(=O)C(F)(F)F.CN(c1cccc2[nH]ncc12)c1nc(Nc2ccc(cc2)C(N)=O)ncc1F,True,False
GTC000352A,7.3195,0.4475985924910852,OC(=O)C(F)(F)F.COCCCN(c1ccnc(Nc2cccc(c2)S(C)(=O)=O)n1)c1cccc2[nH]ncc12,True,False
GTC000353A,7.225,0.3719381669041229,CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CN(C)C(=O)c3c2)ncc1F,True,False
GTC000354A,7.229,,CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3N(CCc3c2)C(=O)C(F)(F)F)ncc1F,True,False
GTC000355A,7.245,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)S(N)(=O)=O)ncc1Cl,True,False
GTC000356A,7.227,,NS(=O)(=O)c1cccc(Nc2nccc(n2)N(CCCCO)c2cccc3[nH]ncc23)c1,True,False
GTC000357A,7.167999999999999,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3OCC(=O)Nc3c2)ncc1F,True,False
GTC000358A,7.087000000000001,,OC(=O)C(F)(F)F.CNC(=O)CN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CNS(=O)(=O)c3c2)ncc1F,True,False
GTC000359A,7.059,,OC(=O)C(F)(F)F.CN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)S(C)(=O)=O)ncc1F,True,False
GTC000360A,7.1,,OC(=O)C(F)(F)F.CS(=O)(=O)c1cccc(Nc2ncc(F)c(n2)N(CCCO)c2cccc3[nH]ncc23)c1,True,False
GTC000361A,7.141,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3[nH]c(=O)oc3c2)ncc1F,True,False
GTC000362A,7.059,,OC(=O)C(F)(F)F.CCN(c1nc(Nc2ccc(-c3cnco3)c(OC)c2)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000363A,6.978,,CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc(cc2)N2CCN(C)CC2)ncc1F,True,False
GTC000364A,6.992999999999999,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2cc(ccc2C)S(N)(=O)=O)ncc1F,True,False
GTC000365A,7.007999999999999,,OC(=O)C(F)(F)F.NS(=O)(=O)c1cccc(Nc2nccc(n2)N(CC(F)(F)F)c2cccc3[nH]ncc23)c1,True,False
GTC000366A,6.959,,OC(=O)C(F)(F)F.CN(c1cccc2[nH]ncc12)c1nc(Nc2cccc(c2)C(N)=O)ncc1F,True,False
GTC000367A,6.85525,0.15700398084125147,OC(=O)C(F)(F)F.CNC(=O)CN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CCS(=O)(=O)c3c2)ncc1F,True,False
GTC000368A,6.8469999999999995,0.29274220741123047,OC=O.OC=O.CCN(CC)CCCN(c1ccnc(Nc2ccc3c(CNS3(=O)=O)c2)n1)c1cccc2[nH]ncc12,True,False
GTC000369A,6.702999999999999,,OC(=O)C(F)(F)F.NC(=O)CN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CCS(=O)(=O)c3c2)ncc1F,True,False
GTC000370A,6.726,,CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3c(C)n(CCCO)nc3c2)ncc1F,True,False
GTC000371A,6.647,,OC(=O)C(F)(F)F.NCCN(c1nc(Nc2ccc3CCS(=O)(=O)c3c2)ncc1F)c1cccc2[nH]ncc12,True,False
GTC000372A,6.6129999999999995,,CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc(cc2)C(=O)N2CCN(C)CC2)ncc1F,True,False
GTC000373A,6.205,,OC(=O)C(F)(F)F.CCN(c1cccc2[nH]ncc12)c1nc(Nc2cc(ccc2OC)S(=O)(=O)NCC2CCCO2)ncc1F,True,False
